ndcg_at_20,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
CiirAll1,0.46316999999999997,0.1946,0.37715,0.22008000000000003,0.0,0.25805,0.22785,0.09652999999999999,0.39129,0.09021,0.0,0.6772199999999999,0.42233000000000004,0.30646,0.0,0.26105,0.4002,0.11914000000000001,0.0,0.00852,0.0,0.25418,0.02574,0.1202,0.11717999999999999,0.18286,0.53518,0.0,0.31314000000000003,0.38374,0.32679,0.71982,0.14101,0.3387,0.25994,0.32685,0.44401999999999997,0.29796,0.09883,0.254,0.0,0.56935,0.034960000000000005,0.26139,0.14870999999999998,0.15372,0.73598,0.04464,0.6654399999999999,0.23046
CiirSdm,0.42063999999999996,0.44787,0.26871999999999996,0.18112,0.0,0.16744,0.1054,0.12470999999999999,0.6067899999999999,0.11894,0.14113,0.18293,0.06446,0.17642,0.00842,0.16766,0.68589,0.45811999999999997,0.01586,0.0,0.0,0.14639000000000002,0.14648,0.00842,0.02367,0.16213,0.14306,0.0,0.30324,0.14473,0.20219,0.59745,0.34064,0.39668000000000003,0.29685,0.23062,0.58185,0.24128000000000002,0.0,0.07968,0.01344,0.32347,0.13642,0.41999,0.29445,0.22676999999999997,0.5737,0.25874,0.70773,0.051989999999999995
CiirSub1,0.12612,0.0,0.11125,0.05925,0.38723,0.0,0.0,0.01212,0.0,0.00826,0.0,0.46102,0.48248,0.0,0.0,0.08125,0.0,0.13022,0.0,0.14187,0.05123,0.05753,0.0,0.2404,0.0,0.08172,0.17627,0.0,0.01066,0.30988000000000004,0.04763,0.30066,0.0,0.12007999999999999,0.05227999999999999,0.03038,0.0,0.15205,0.0,0.0,0.11771,0.17062,0.06582,0.66596,0.0,0.10332999999999999,0.6298,0.010709999999999999,0.0,0.22345
CiirSub2,0.09271,0.0,0.12440999999999999,0.07195,0.30917,0.0,0.0,0.0583,0.0,0.0,0.0,0.54419,0.49409,0.0,0.0,0.09167,0.0,0.13205999999999998,0.0,0.12491,0.3629,0.08434,0.0,0.44601999999999997,0.0,0.08143,0.10865,0.0,0.0,0.2027,0.05295,0.3191,0.0,0.11715999999999999,0.0375,0.03038,0.0,0.12657000000000002,0.0338,0.0,0.06595,0.16629000000000002,0.09861,0.78893,0.0,0.09651,0.5775100000000001,0.0072299999999999994,0.052570000000000006,0.09936
CiirWikiRm,0.32519000000000003,0.39121999999999996,0.32857,0.19549,0.0,0.03341,0.094,0.123,0.54291,0.11416,0.06575,0.0932,0.20010999999999998,0.06865,0.07037,0.16005,0.63017,0.35574,0.00838,0.0,0.0,0.19574,0.047330000000000004,0.0,0.020390000000000002,0.16635,0.21051999999999998,0.0,0.32424000000000003,0.11737,0.31856999999999996,0.49755,0.25801,0.37876,0.32481,0.26033,0.67338,0.21995,0.0,0.15467999999999998,0.0,0.37146,0.01575,0.12637,0.36651,0.15964,0.5849300000000001,0.03466,0.8093600000000001,0.1767
ICTNET14ADR1,0.43526000000000004,0.5543899999999999,0.50113,0.17792,0.0,0.19105,0.38093,0.43976000000000004,0.40762,0.12277,0.05582,0.30922,0.23968000000000003,0.17662,0.0,0.30515,0.34831,0.22386,0.48812,0.0383,0.0,0.1165,0.055170000000000004,0.10536,0.35508,0.21838000000000002,0.0522,0.0,0.049319999999999996,0.1661,0.2764,0.49913,0.16680999999999999,0.2539,0.34905,0.06657,0.53657,0.32864,0.06847,0.36199000000000003,0.25661999999999996,0.26016,0.30028,0.45515,0.50107,0.32275,0.61748,0.30589,0.47488,0.10989000000000002
ICTNET14ADR2,0.40571,0.5603,0.41703,0.16084,0.0,0.19185,0.37654,0.42708,0.33007,0.10575,0.05582,0.28121999999999997,0.23968000000000003,0.13365,0.0,0.28623000000000004,0.37385,0.08896,0.48812,0.044989999999999995,0.0,0.10768,0.054110000000000005,0.038939999999999995,0.38206,0.25947,0.02461,0.0,0.06662,0.13084,0.2764,0.47576999999999997,0.12115999999999999,0.22245,0.35475,0.10966,0.36057,0.3369,0.12612,0.22471,0.2538,0.22532,0.29658,0.35405,0.50107,0.28528000000000003,0.61893,0.29198,0.40349,0.1016
ICTNET14ADR3,0.43109,0.5526300000000001,0.49861000000000005,0.18372,0.0,0.19083,0.34457,0.34033,0.40959,0.12277,0.08847999999999999,0.3015,0.23968000000000003,0.17515,0.0,0.3067,0.38318,0.24518,0.48812,0.05867000000000001,0.0,0.13013,0.03047,0.10811,0.47518999999999995,0.21353000000000003,0.048260000000000004,0.0,0.06269,0.19354000000000002,0.2764,0.52584,0.17915999999999999,0.19033,0.35783000000000004,0.09439,0.537,0.31242,0.10852,0.39824,0.26335,0.20260999999999998,0.32085,0.47758999999999996,0.50107,0.33678,0.6514300000000001,0.31940999999999997,0.36496999999999996,0.07778
Protoss,0.58327,0.54643,0.40278,0.20394,0.0,0.10166,0.27066,0.12993,0.56324,0.04689,0.11432,0.54419,0.35606,0.41231999999999996,0.20699,0.22755,0.47966000000000003,0.34612,0.0,0.00852,0.0,0.22159,0.05281,0.07895,0.41951000000000005,0.39566,0.04899,0.0,0.26235,0.12367,0.36838000000000004,0.71943,0.17915999999999999,0.5250100000000001,0.34421999999999997,0.27423000000000003,0.59187,0.47608,0.0,0.36916,0.0,0.3827,0.3116,0.52962,0.20820999999999998,0.41196000000000005,0.59677,0.51189,0.30948000000000003,0.059739999999999994
